gene_id	gene_name	control_rep1	control_rep2	control_rep3	imatinib_rep1	imatinib_rep2	imatinib_rep3
SLC17A3	SLC17A3	0	0	0	0	0	0
SLC17A4	SLC17A4	0	0	0	0	0	0
SLC17A5	SLC17A5	246.001	297	269.619	451.088	426.004	384.51
SLC17A6	SLC17A6	0	0	0	0	0	0
SLC17A7	SLC17A7	359.243	435.956	361.059	124	155.03	161.949
SLC17A8	SLC17A8	0	0	0	0	0	0
SLC17A9	SLC17A9	0	0	0	0	0	0
SLC18A1	SLC18A1	0	0	0	0	0	0
SLC18A2	SLC18A2	119	175	154.031	116	119	131
SLC18A3	SLC18A3	0	0	0	0	0	0
SLC18B1	SLC18B1	623	662.634	629.337	460.117	470.153	471.933
SLC19A1	SLC19A1	1759.935	1768.996	1522.041	380.104	529.537	683.677
SLC19A2	SLC19A2	854.876	938.079	880.07	805.006	869.919	808.375
SLC19A3	SLC19A3	0	0	0	0	0	0
SLC1A1	SLC1A1	0	0	0	0	0	0
SLC1A2	SLC1A2	0	0	0	0	0	0
SLC1A3	SLC1A3	1	0	2	1	1	0
SLC1A4	SLC1A4	660	742.67	614.728	1036.803	1191.945	1127.944
SLC1A5	SLC1A5	8298.979	8496.821	7370.029	5651.076	6302.098	6114.371
SLC1A6	SLC1A6	0	0	0	0	0	0
SLC1A7	SLC1A7	0	2	0	3	2	3
SLC20A1	SLC20A1	3750.739	4006.762	3619.738	2709.148	3032.456	3044.323
SLC20A2	SLC20A2	606.024	626.656	599.425	291.006	340.319	341.363
SLC22A1	SLC22A1	2	2	7	5	7	0
SLC22A10	SLC22A10	0	0	0	0	0	0
SLC22A11	SLC22A11	0	0	0	0	0	0
SLC22A12	SLC22A12	0	0	0	0	0	0
SLC22A13	SLC22A13	2	3	3	3	1	1
SLC22A14	SLC22A14	0	2	0	0	0	0
SLC22A15	SLC22A15	29.007	33.999	25	43	44.001	39
SLC22A16	SLC22A16	0	0	0	0	0	0
SLC22A17	SLC22A17	0	0	0	2	0	4
SLC22A18	SLC22A18	63	74	67	229.964	224.003	131
SLC22A18AS	SLC22A18AS	5	3	2	5	4	3
SLC22A2	SLC22A2	0	0	0	0	0	0
SLC22A20	SLC22A20	12	9	8.001	21	28	24
SLC22A23	SLC22A23	614.475	625.043	563.25	1230.431	1377.81	897.928
SLC22A24	SLC22A24	0	0	0	0	0	0
SLC22A25	SLC22A25	0	0	0	0	0	0
SLC22A3	SLC22A3	0	0	0	0	0	0
SLC22A31	SLC22A31	0	1	1	0	2	3
SLC22A4	SLC22A4	225.741	266	215.386	812.134	918.568	592.718
SLC22A5	SLC22A5	387.043	396	354.485	543.198	732.293	444.82
SLC22A6	SLC22A6	0	0	0	0	0	0
SLC22A7	SLC22A7	0	0	1	0	0	0
SLC22A8	SLC22A8	0	0	0	0	0	0
SLC22A9	SLC22A9	0	1	0	2	0	0
SLC23A1	SLC23A1	5	9	6	6	20	3
SLC23A2	SLC23A2	354.634	379.187	363.925	330.001	373.235	344.164
SLC23A3	SLC23A3	3	11	0	3	7	4
SLC24A1	SLC24A1	115.529	105.631	99.025	189.499	223.46	173.461
SLC24A2	SLC24A2	21	15	15	4	0	5
SLC24A3	SLC24A3	0	0	0	0	0	0
SLC24A4	SLC24A4	0	0	0	0	0	0
SLC24A5	SLC24A5	0	0	0	0	0	0
SLC25A1	SLC25A1	6022.007	6963.439	5353.639	9162.83	10119.167	7843.159
SLC25A10	SLC25A10	1214.774	1359.137	1124.381	643.606	745.103	814.557
SLC25A11	SLC25A11	738.696	814.532	671.394	662.38	720.264	625.359
SLC25A12	SLC25A12	714.925	829.867	763.736	775.224	826.891	688.069
SLC25A13	SLC25A13	1402.395	1670.333	1537.93	1243.835	1337.064	1479.636
SLC25A14	SLC25A14	196.139	197	171.161	174.999	239.001	176.297
SLC25A15	SLC25A15	681.828	798.785	693.59	244.644	269.074	396.576
SLC25A16	SLC25A16	257.284	301.091	251.623	425.272	468.103	323.778
SLC25A17	SLC25A17	1110.781	1250.963	1213.735	1079.813	1169.185	1034.58
SLC25A18	SLC25A18	10	6	12	13	7	4
SLC25A19	SLC25A19	584.76	672.223	609.253	216.387	201.278	285.329
SLC25A2	SLC25A2	0	0	0	0	0	0
SLC25A20	SLC25A20	566.854	617.572	558.409	902.158	981.066	702.88
SLC25A21	SLC25A21	573.064	719.658	707.189	732.945	809.093	740.619
SLC25A21-AS1	SLC25A21-AS1	36.897	38.754	41.474	91.351	99.881	75.469
SLC25A22	SLC25A22	1024.885	1034.703	838.701	264	351.693	371.747
SLC25A23	SLC25A23	2003.263	2052.433	1744.457	2015.511	2480.573	1980.641
SLC25A24	SLC25A24	1377.238	1649.995	1473.247	1861.314	2205.301	1865.891
SLC25A25	SLC25A25	896.882	966.73	810.232	752.023	911.318	780.217
SLC25A26	SLC25A26	64.229	79.999	90.999	65.001	49.046	58.001
SLC25A27	SLC25A27	0	0	0	3	0	1
SLC25A28	SLC25A28	289	320.411	270.392	246.004	284.541	255.138
SLC25A29	SLC25A29	460.906	554.161	486.353	312.089	428.449	339.006
SLC25A3	SLC25A3	8749.449	9666.609	8515.317	9417.664	10580.702	8581.467
SLC25A30	SLC25A30	240.153	328.001	295.037	141	161	170.012
SLC25A31	SLC25A31	0	0	0	0	0	0
SLC25A32	SLC25A32	988.232	1086.764	1077.909	240.124	271.393	371.593
SLC25A33	SLC25A33	490.491	621.537	501.061	220.208	338.198	333.529
SLC25A34	SLC25A34	11	13	12	87	100	69.07
SLC25A35	SLC25A35	88.167	89.138	81.705	226.897	222.562	142.225
SLC25A36	SLC25A36	885.836	1053.707	1093.571	914.571	1096.723	968.165
SLC25A37	SLC25A37	2242.006	2104.939	1714.096	23018.276	26744.903	12034.154
SLC25A38	SLC25A38	1050.212	1094.824	1074.552	1216.568	1551.082	1259.858
SLC25A39	SLC25A39	2920.265	3455.98	2643.356	4734.409	5223.191	3466.285
SLC25A3P1	SLC25A3P1	0	0	0	0	0	0
SLC25A4	SLC25A4	871.677	1025.054	762.049	521.929	543.172	647.884
SLC25A40	SLC25A40	504.075	675.001	599.327	986.295	1093.662	913.681
SLC25A41	SLC25A41	20	7	18	19	13	12
SLC25A42	SLC25A42	1252.31	1264.013	1068.906	2160.414	2640.825	1934.275
SLC25A43	SLC25A43	272.017	341.609	325.726	195.086	221.454	254
SLC25A44	SLC25A44	748.198	716.109	615.332	469.017	535.004	497.721
SLC25A45	SLC25A45	26	32.999	22	116	113.921	66.999
SLC25A46	SLC25A46	1307.656	1389.849	1308.82	1323.501	1582.754	1407.758
SLC25A47	SLC25A47	0	0	0	0	0	0
SLC25A48	SLC25A48	0	0	0	0	0	0
SLC25A5	SLC25A5	11115.425	12046.347	10071.358	9835.859	10785.505	9205.993
SLC25A5-AS1	SLC25A5-AS1	39.243	42.264	38.276	67.328	91.505	70.411
SLC25A51	SLC25A51	550.899	534.631	516.739	717.726	845.322	584.131
SLC25A51P1	SLC25A51P1	0	0	0	0	0	0
SLC25A52	SLC25A52	1.009	3.023	0	2.045	2.017	0
SLC25A53	SLC25A53	1	0	3	1	0	3
SLC25A6	SLC25A6	4673.8	5314.628	4156.437	6660.621	7126.36	5371.089
SLC25A6-2	SLC25A6	0	0	0	0	0	0
SLC26A1	SLC26A1	178	111	120.005	318.003	328.11	261.001
SLC26A10	SLC26A10	4.573	7.678	4.869	8.114	8.898	6.631
SLC26A11	SLC26A11	70	95	77.095	129	147	96
SLC26A2	SLC26A2	233	249	241.028	233	233	250
SLC26A3	SLC26A3	0	0	0	0	0	0
SLC26A4	SLC26A4	0	1	2	0	3	2
SLC26A4-AS1	SLC26A4-AS1	0	0	0	1	0	0
SLC26A5	SLC26A5	1	2	1	3	3	0
SLC26A6	SLC26A6	335.312	283	357.9	394.092	411.243	321.297
SLC26A7	SLC26A7	1	2.012	0	5	14	2
SLC26A8	SLC26A8	0	2	0	0	0	1
SLC26A9	SLC26A9	0	0	1	0	0	0
SLC27A1	SLC27A1	88	104	53	120	132	110
SLC27A2	SLC27A2	454.02	545.518	493.44	379.337	453.779	411.306
SLC27A3	SLC27A3	67	63.094	56	80	91.288	59.002
SLC27A4	SLC27A4	1120.969	1167.299	1033.209	722.828	820.766	825.462
SLC27A5	SLC27A5	242.09	274.568	205.275	85	93.997	96
SLC27A6	SLC27A6	35	43.024	28	30	41	28.004
SLC28A1	SLC28A1	0	1	0	4	6	1
SLC28A2	SLC28A2	0	0	0	0	0	0
SLC28A3	SLC28A3	0	0	0	0	2	2
SLC29A1	SLC29A1	2965.935	3161.379	2452.497	5604.373	6624.244	4638.551
SLC29A2	SLC29A2	712.156	775.754	676.262	627.294	710.186	618.917
SLC29A3	SLC29A3	97	140	107	89.011	113	127.402
SLC29A4	SLC29A4	14	22	20	14	8	11
SLC2A1	SLC2A1	3567.558	3211.603	2653.205	12361.884	14441.654	8156.657
SLC2A1-AS1	SLC2A1-AS1	31	20	14	421.296	412.087	184.096
SLC2A10	SLC2A10	3	2	0	4	3	0
SLC2A11	SLC2A11	60	49.23	54	105	138.003	64
SLC2A12	SLC2A12	55	73	53	42	49.001	48
SLC2A13	SLC2A13	183.213	222.101	238	236	272.003	244.049
SLC2A14	SLC2A14	41.637	26.427	15.95	6.07	1.664	4.03
SLC2A2	SLC2A2	0	0	0	1	0	0
SLC2A3	SLC2A3	4017.265	3783.422	3582.984	274.595	287.749	951.865
SLC2A4	SLC2A4	37	49	34.206	31	36	32
SLC2A4RG	SLC2A4RG	779.015	819.635	613.141	731.778	800.335	751.641
SLC2A5	SLC2A5	0	0	0	0	0	0
SLC2A6	SLC2A6	72	56	58.015	70	49	74.995
SLC2A7	SLC2A7	0	0	0	0	0	0
SLC2A8	SLC2A8	114.999	125.002	98.085	74.001	95	103
SLC2A9	SLC2A9	1	5	0	3	1	2
SLC30A1	SLC30A1	476.377	493.324	465.617	689.543	858.478	639.065
SLC30A10	SLC30A10	287	272	276.606	2068.43	2496.958	1355.552
SLC30A2	SLC30A2	70	31.004	38	68	77	66
SLC30A3	SLC30A3	11.004	32	21	34	60	39
SLC30A4	SLC30A4	106	110.001	114.007	136	164	109.621
SLC30A5	SLC30A5	1521.433	1740.145	1543.095	1339.938	1620.003	1448.69
SLC30A6	SLC30A6	866.001	985.157	878.508	1352.499	1592.107	1243.263
SLC30A7	SLC30A7	519.053	630.006	558.936	470.001	491.6	469
SLC30A8	SLC30A8	3	1	2	1	5	6
SLC30A9	SLC30A9	1667.743	1819.093	1618.691	2360.761	2742.106	2304.725
SLC31A1	SLC31A1	1060.154	1248.441	1107.621	757.229	774.156	746.823
SLC31A2	SLC31A2	108.001	93	99	89	119	77.068
SLC32A1	SLC32A1	0	0	0	3	1	0
SLC33A1	SLC33A1	545.414	612.003	511.322	668.431	790.45	610.114
SLC34A1	SLC34A1	0	0	0	0	0	0
SLC34A2	SLC34A2	0	0	0	0	1	0
SLC34A3	SLC34A3	1	2	0	17	13	12
SLC35A1	SLC35A1	458.866	477.845	475.328	463.412	545.232	536.058
SLC35A2	SLC35A2	443	535.003	460.08	431.257	458	372.934
SLC35A3	SLC35A3	508.004	514.404	509.205	576.043	642.374	526.05
SLC35A4	SLC35A4	2818.988	2755.575	2403.536	2171.907	2491.91	2365.837
SLC35A5	SLC35A5	250.008	222.044	205.003	204.028	211.128	217
SLC35B1	SLC35B1	708.072	712.292	637.847	413.271	495.201	500.989
SLC35B2	SLC35B2	1135.602	1135.415	946.301	1273.249	1367.601	1202.045
SLC35B3	SLC35B3	256.022	296.807	224.287	442.065	401.239	354.842
SLC35B4	SLC35B4	1359.996	1515.812	1317.607	909.118	970.556	1075.177
SLC35C1	SLC35C1	441.104	475.04	460.065	197	228.207	209.001
SLC35C2	SLC35C2	694.969	742.793	613.209	773.353	835.056	752.328
SLC35D1	SLC35D1	554.367	603.649	485.668	606.488	684.854	600.713
SLC35D2	SLC35D2	171.202	204.166	183.176	299.5	313.969	244.603
SLC35D3	SLC35D3	0	0	1	1	2	0
SLC35E1	SLC35E1	1081.182	1188.307	1106.48	901.506	1071.11	1001.667
SLC35E2	SLC35E2	469.994	490.895	448.236	1471.639	1637.401	1041.603
SLC35E2B	SLC35E2B	1693.861	1715.722	1585.333	3514.048	4072.935	2928.557
SLC35E3	SLC35E3	138.004	139	129.299	144	183	166.999
SLC35E4	SLC35E4	30	32	33	40	48	26
SLC35F1	SLC35F1	3	1	2	0	0	0
SLC35F2	SLC35F2	1367.325	1471.615	1278.862	334	343.082	586.235
SLC35F3	SLC35F3	117.46	94.477	87.206	86	107	92.001
SLC35F4	SLC35F4	0	0	2	0	0	0
SLC35F5	SLC35F5	619.302	719.79	675.903	517.089	557.143	514.767
SLC35F6	SLC35F6	1146.2	1278.553	1046.206	444	469.206	597.509
SLC35G1	SLC35G1	94.001	103	112	70	83	84.043
SLC35G2	SLC35G2	83	67	70.099	45	70	45
SLC35G3	SLC35G3	0	0	0	0	0	0
SLC35G4	SLC35G4	0	0	0	0	0	0
SLC35G5	SLC35G5	1	1	0	0	0	0
SLC35G6	SLC35G6	2	3	2	9	2	3
SLC36A1	SLC36A1	620.02	605.232	556.47	1701.235	2064.591	1282.344
SLC36A2	SLC36A2	0	0	0	0	0	0
SLC36A3	SLC36A3	0	0	0	0	0	0
SLC36A4	SLC36A4	268.001	235.001	268.425	165	204.243	195.933
SLC37A1	SLC37A1	322.092	415.435	341.589	375.001	469.584	390.302
SLC37A2	SLC37A2	23	23.262	30	51	60	47
SLC37A3	SLC37A3	441.708	450.074	463.527	725.09	841.343	576.513
SLC37A4	SLC37A4	760.446	876.463	742.948	1772.708	2071.354	1486.448
SLC38A1	SLC38A1	4883.586	5841.49	5679.805	3152.525	3505.897	3950.219
SLC38A10	SLC38A10	1172.014	1217.744	1083.189	1726.587	2007.229	1614.758
SLC38A11	SLC38A11	0	0	0	1	0	2
SLC38A2	SLC38A2	2680.317	3425.621	3264.417	2897.472	3325.826	3347.123
SLC38A3	SLC38A3	0	1	1	7	5	4
SLC38A4	SLC38A4	0	0	0	0	0	0
SLC38A5	SLC38A5	3565.933	3327.214	2922.773	1965.465	2264.432	2037.616
SLC38A6	SLC38A6	262.313	324.909	288.195	377.806	366.943	314.002
SLC38A7	SLC38A7	960.079	882.698	866.459	1162.911	1366.272	1094.452
SLC38A8	SLC38A8	0	0	0	0	0	0
SLC38A9	SLC38A9	347.606	433.038	395.528	450.995	507.118	454.012
SLC39A1	SLC39A1	1733.545	1770.483	1521.335	1333.34	1679.642	1420.907
SLC39A10	SLC39A10	970.217	1224.005	1121.129	649	872.024	981.024
SLC39A11	SLC39A11	306	332.791	284.149	232.999	264.022	262
SLC39A12	SLC39A12	0	0	0	0	0	0
SLC39A13	SLC39A13	93	145.097	106.002	209.395	272.011	145
SLC39A14	SLC39A14	1172.545	1279.908	1179.693	210	263.037	404.266
SLC39A2	SLC39A2	0	0	0	0	0	0
SLC39A3	SLC39A3	2303.748	2516.126	1996.061	1488.921	1835.147	1533.086
SLC39A4	SLC39A4	433.554	490.498	380.279	269.989	302.848	286.596
SLC39A5	SLC39A5	1	0	0	3	0	3
SLC39A6	SLC39A6	479.228	589.17	480.904	368.086	347.247	368.197
SLC39A7	SLC39A7	3977.347	4170.78	3481.961	3666.285	4155.146	3400.842
SLC39A8	SLC39A8	1656.139	1849.498	1671.776	2999.357	3378.18	2569.835
SLC39A9	SLC39A9	942.635	1062.681	979.508	961.361	1123.479	916.999
SLC3A1	SLC3A1	0	2.654	0	2.558	0	0
SLC3A2	SLC3A2	5076.108	4925.804	4442.721	5130.601	5549.162	4707.376
SLC40A1	SLC40A1	857.406	997.403	930.296	1388.386	1514.389	1339.055
SLC41A1	SLC41A1	950.27	1045.784	948.347	845.252	992.84	787.28
SLC41A2	SLC41A2	28	27	17	30	22	29
SLC41A3	SLC41A3	257	281.479	259.468	492.021	585.322	456.272
SLC43A1	SLC43A1	659.969	686.33	608.249	699.856	820.142	714.607
SLC43A2	SLC43A2	123	118.153	94.829	76	99	71
SLC43A3	SLC43A3	7877.229	7482.925	6948.827	5190.248	6194.431	6494.386
SLC44A1	SLC44A1	591.775	594.802	616.822	819.219	849.4	839.17
SLC44A2	SLC44A2	770.816	889.914	747.416	2115.113	2564.765	1511.382
SLC44A3	SLC44A3	0	0	0	0	0	0
SLC44A4	SLC44A4	219.525	273.665	258.97	269.184	376.345	281.577
SLC44A5	SLC44A5	127	142.011	159.623	703.439	810.386	526.104
SLC45A1	SLC45A1	0	0	0	0	0	0
SLC45A2	SLC45A2	0	0	0	0	0	0
SLC45A3	SLC45A3	125	129	112.042	277.029	348.936	192
SLC45A4	SLC45A4	425.003	471.001	389.116	665.158	753.438	554.461
SLC46A1	SLC46A1	410.638	463.408	393.49	254.775	306.371	375.275
SLC46A2	SLC46A2	2	0	2	12	4	14
SLC46A3	SLC46A3	199.35	217	191.002	412.326	487.672	367.26
SLC47A1	SLC47A1	1	0	0	0	0	0
SLC47A2	SLC47A2	0	0	0	0	0	0
SLC48A1	SLC48A1	689.004	751.254	660.045	947.402	1066.718	835.974
SLC4A1	SLC4A1	68	77	76	12408.2	14154.295	4933.237
SLC4A10	SLC4A10	0	0	0	1	0	0
SLC4A11	SLC4A11	7	15	11	2	10	10
SLC4A1AP	SLC4A1AP	1141.101	1309.288	1014.177	968.409	1025.838	972.08
SLC4A2	SLC4A2	6604.061	6450.992	5234.29	3715.393	4300.676	4142.439
SLC4A3	SLC4A3	7	4	5	30.004	25	17
SLC4A4	SLC4A4	0	1	1	9	7	0
SLC4A5	SLC4A5	112	112	123.567	104.001	112	116.013
SLC4A7	SLC4A7	534.001	744.005	741.18	257.099	287.204	354.172
SLC4A8	SLC4A8	4	3	1	21	23	16
SLC4A9	SLC4A9	0	0	0	1	0	0
SLC50A1	SLC50A1	670.675	781.963	586.178	760.964	897.323	700.543
SLC51A	SLC51A	0	0	3	0	0	0
SLC51B	SLC51B	0	0	0	0	0	0
SLC52A1	SLC52A1	0	1	0	0	1	0
SLC52A2	SLC52A2	1133.641	1051.687	915.807	464.015	481.937	549.414
SLC52A3	SLC52A3	11	7	5	71.221	112	35
SLC5A1	SLC5A1	0	0	0	0	0	0
SLC5A10	SLC5A10	2	0	2	2.016	0	0
SLC5A11	SLC5A11	0	4	0	0	0	0
SLC5A12	SLC5A12	5	2	6	38	23	21
SLC5A2	SLC5A2	1.051	1.077	0	2.183	9.823	3.299
SLC5A3	SLC5A3	2466.904	2493.529	2464.213	2114.513	2366.027	2684.375
SLC5A4	SLC5A4	0	0	0	0	0	0
SLC5A5	SLC5A5	5	5	7	4	8	3
SLC5A6	SLC5A6	2669.645	2632.006	2287.671	731.631	819.83	988.454
SLC5A7	SLC5A7	0	0	0	0	0	0
SLC5A8	SLC5A8	0	0	0	0	0	0
SLC5A9	SLC5A9	0	0	0	0	0	0
SLC6A1	SLC6A1	0	0	0	0	0	0
SLC6A1-AS1	SLC6A1-AS1	0	0	0	0	0	0
SLC6A10P	SLC6A10P	6.738	4.002	6.003	4.64	7.561	4.46
SLC6A10PB	SLC6A10PB	0	0	0	0	0	0
SLC6A11	SLC6A11	0	0	0	0	0	0
SLC6A12	SLC6A12	0	0	0	1	0	5
SLC6A13	SLC6A13	3	1	0	1	6	3
SLC6A14	SLC6A14	2	2	1	6	6	1
SLC6A15	SLC6A15	1	8	0	6	1	4
SLC6A16	SLC6A16	7	6	10	55	54	22
SLC6A17	SLC6A17	0	0	0	0	0	0
SLC6A18	SLC6A18	1	0	0	2	0	3
SLC6A19	SLC6A19	1635.82	1416.609	1326.583	2634.715	2956.011	2825.04
SLC6A2	SLC6A2	0	0	0	0	0	0
SLC6A20	SLC6A20	0	0	0	0	0	0
SLC6A3	SLC6A3	0	0	0	0	0	0
SLC6A4	SLC6A4	0	0	2	1	2	2
SLC6A5	SLC6A5	0	0	0	0	0	0
SLC6A6	SLC6A6	3732.256	4016.939	3763.989	1375.568	1711.066	1863.126
SLC6A7	SLC6A7	0	0	0	0	0	0
SLC6A8	SLC6A8	1732.776	1710.32	1435.432	1746.935	1914.422	1601.382
SLC6A9	SLC6A9	238	296.003	239.927	1432.573	1728.189	907.609
SLC7A1	SLC7A1	1744.15	1972.143	1776.099	1263.934	1742.174	1563.62
SLC7A10	SLC7A10	0	0	0	0	0	0
SLC7A11	SLC7A11	411.636	636.01	683.295	950.558	1194.943	881.346
SLC7A11-AS1	SLC7A11-AS1	5	23	13	22	39	29
SLC7A13	SLC7A13	0	0	0	0	0	0
SLC7A14	SLC7A14	0	0	0	0	0	0
SLC7A2	SLC7A2	1	2	1	0	0	1
SLC7A3	SLC7A3	0	0	0	0	0	0
SLC7A4	SLC7A4	3	2	1	10	14	11
SLC7A5	SLC7A5	3228.371	4192.023	3584.532	1988.323	2332.718	1871.799
SLC7A5P1	SLC7A5P1	109	91.851	75.602	5	12.755	15
SLC7A5P2	SLC7A5P2	126.068	126.584	103.421	62.141	102.563	46.133
SLC7A6	SLC7A6	3669.473	3607.151	3291.394	1551.275	1948.542	1934.988
SLC7A6OS	SLC7A6OS	519.658	499.902	496.184	530.154	609.933	500.971
SLC7A7	SLC7A7	1	2	3	6	1	4
SLC7A8	SLC7A8	456.395	376.732	354.856	1182.27	1501.02	838.076
SLC7A9	SLC7A9	0	0	0	0	0	0
SLC8A1	SLC8A1	0	1	0	1	0	0
SLC8A1-AS1	SLC8A1-AS1	0	0	0	0	0	0
SLC8A2	SLC8A2	3	7	5	7	7	3
SLC8A3	SLC8A3	0	0	0	0	0	0
SLC8B1	SLC8B1	506.026	539.147	473.574	514	584.324	466.301
SLC9A1	SLC9A1	325.515	350.137	255.001	381	473.964	265.22
SLC9A2	SLC9A2	175.003	167	157.065	101	108	130.147
SLC9A3	SLC9A3	11	13	4	19	27.134	20
SLC9A3R1	SLC9A3R1	1562.716	1451.203	1203.197	940.437	1191.918	1138.163
SLC9A3R2	SLC9A3R2	346.31	339.999	290.809	188	210	187.999
SLC9A4	SLC9A4	0	0	0	0	1	2
SLC9A5	SLC9A5	59	74.023	55.012	81	82.155	73
SLC9A6	SLC9A6	597	616.268	637.48	541.196	650.273	578.082
SLC9A7	SLC9A7	1	0	2	2	4.005	6
SLC9A7P1	SLC9A7P1	0	0	0	0	0	0
SLC9A8	SLC9A8	410.323	455.102	443.791	545	672.282	441.482
SLC9A9	SLC9A9	2	1	1	10	6	10
SLC9A9-AS1	SLC9A9-AS1	0	0	0	0	0	0
SLC9B1	SLC9B1	4	3	5	15.007	21	4
SLC9B2	SLC9B2	316.087	372.481	346.916	216.053	256.264	267.168
SLC9C1	SLC9C1	1	0	0	0	1	0
SLC9C2	SLC9C2	0	2	0	0	1	4
SLCO1A2	SLCO1A2	100.024	102.071	114.069	531.434	666.155	414.999
SLCO1B1	SLCO1B1	0	0	0	0	0	0
SLCO1B3	SLCO1B3	0	0	0	0	0	0
SLCO1B7	SLCO1B7	0	0	0	0	0	0
SLCO1C1	SLCO1C1	0	2	0	0	0	0
SLCO2A1	SLCO2A1	0	0	0	0	0	0
SLCO2B1	SLCO2B1	325.003	348.588	319.172	413.145	470.72	372.461
SLCO3A1	SLCO3A1	0	0	0	0	0	0
SLCO4A1	SLCO4A1	685.523	701.252	597.734	145.187	177.189	261.883
SLCO4C1	SLCO4C1	178.012	194	167	138	159	163
SLCO5A1	SLCO5A1	0	0	0	0	0	0
SLCO6A1	SLCO6A1	1	2	1	7	7	9
SLED1	SLED1	0	0	0	0	0	0
SLFN11	SLFN11	0	0	0	0	0	0
SLFN12	SLFN12	0	0	0	0	0	0
SLFN12L	SLFN12L	0	0	0	0	0	0
SLFN13	SLFN13	0	0	0	0	0	2
SLFN14	SLFN14	70	68	87.009	284	342.167	258
SLFN5	SLFN5	0	0	0	0	0	0
SLFNL1	SLFNL1	40.892	26.566	3.361	42.223	43.491	39.415
SLFNL1-AS1	SLFNL1-AS1	67.109	58.478	65.644	98.777	88.509	76.587
SLIRP	SLIRP	755.602	771.75	489.534	353.622	380.88	418.78
SLIT1	SLIT1	0	0	0	0	2	2
SLIT2	SLIT2	13	12	15.001	7	11	15
SLIT2-IT1	SLIT2-IT1	0	0	0	0	0	0
SLIT3	SLIT3	0	0	0	0	0	0
SLITRK1	SLITRK1	0	1	0	2	1	0
SLITRK2	SLITRK2	0	0	0	0	0	0
SLITRK3	SLITRK3	0	0	0	0	0	0
SLITRK4	SLITRK4	0	0	0	0	0	0
SLITRK5	SLITRK5	4	2	3	7	10	2
SLITRK6	SLITRK6	7	14	8	7	5	2
SLK	SLK	1803.682	2038.428	2035.272	1788.522	2153.066	1961.903
SLMAP	SLMAP	912.138	979.388	929.813	745.951	915.966	823.206
SLMO1	SLMO1	108	110.145	68	75	74.001	76
SLMO2	SLMO2	1655.62	1904.985	1679.119	1184.955	1381.327	1416.184
SLMO2-ATP5E	SLMO2-ATP5E	420.994	346.243	284.888	209.849	271.425	215.331
SLN	SLN	0	0	0	0	0	0
SLPI	SLPI	0	0	0	0	0	0
SLTM	SLTM	2552.07	2624.776	2516.472	2735.567	3162.261	2816.026
SLU7	SLU7	927.095	1087.126	922.058	1462.452	1624.161	1341.345
SLURP1	SLURP1	0	0	0	0	0	0
SLX1A	SLX1A	537.626	539.417	455.522	455.06	532.178	383.035
SLX1A-SULT1A3	SLX1A-SULT1A3	217.44	275.789	180.339	191.267	224.891	161.591
SLX1B-SULT1A4	SLX1B-SULT1A4	0	0	0	0	0	0
SLX4	SLX4	558.017	556.038	488.79	866.569	973.559	782.352
SLX4IP	SLX4IP	44	34	45	37	60	44
SMA4	SMA4	327.725	371.738	380.787	404.708	504.873	369.657
SMA5	SMA5	331.482	376.062	397.157	419.406	546.57	387.805
SMAD1	SMAD1	104.007	146	113	111	138	123.121
SMAD1-AS2	SMAD1-AS2	0	0	0	0	0	0
SMAD2	SMAD2	801.935	906.127	811.528	1021.797	1171.238	1002.135
SMAD3	SMAD3	1098.213	1126.569	958.859	705.531	878.767	822.099
SMAD4	SMAD4	816.186	831.067	757.616	1168.087	1381.101	1198.19
SMAD5	SMAD5	1278.878	1445.323	1380.888	1247.759	1468.547	1268.394
SMAD5-AS1	SMAD5-AS1	0	0	0	0	0	0
SMAD6	SMAD6	58	87	47	142.212	165.084	105.125
SMAD7	SMAD7	38.001	38	32	19	18	38
SMAD9	SMAD9	13	10	11	26	30	12
SMAGP	SMAGP	134.006	170	129	65	78.027	73.189
SMAP1	SMAP1	847.433	905.999	793.49	923.374	1134.405	880.294
SMAP2	SMAP2	4032.42	4468.719	3980.698	1955.979	2268.306	1781.715
SMARCA1	SMARCA1	464.772	571.229	560.665	472.001	590.496	496.2
SMARCA2	SMARCA2	1371.68	1517.4	1480.454	1677.053	2028.54	1831.936
SMARCA4	SMARCA4	6994.678	7451.934	6462.577	5133.518	6153.838	5369.457
SMARCA5	SMARCA5	4026.884	4487.209	4258.926	4291.245	5128.309	4671.905
SMARCA5-AS1	SMARCA5-AS1	50.579	0	11.643	22.121	8.585	12.759
SMARCAD1	SMARCAD1	1427.482	1668.02	1602.087	1237.971	1414.665	1457.945
SMARCAL1	SMARCAL1	572.003	704.677	534.845	734.748	885.067	757.405
SMARCB1	SMARCB1	1193.361	1257.549	1096.249	1052.476	1220.222	1066.827
SMARCC1	SMARCC1	6451.212	7320.807	6554.719	4805.166	5874.127	5490.299
SMARCC2	SMARCC2	3049.869	3291.578	2896.539	4149.956	4916.164	3658.471
SMARCD1	SMARCD1	1531.578	1754.443	1547.323	1710.39	2121.146	1738
SMARCD2	SMARCD2	2149.706	2529.367	2074.169	1750.671	1995.454	1903.806
SMARCD3	SMARCD3	326.335	363.002	290.843	242.582	283	226
SMARCE1	SMARCE1	2451.461	2633.273	2419.916	2794.441	3021.952	2672.059
